Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2015-12-04,YESBANK,EQ,752.05,745.0,751.2,738.55,739.95,740.0,743.63,1636129,121668093745000.0,37126,413767,0.2529
2015-12-07,YESBANK,EQ,740.0,744.9,745.9,732.5,734.75,734.9,738.89,1558560,115160176980000.0,51560,547837,0.3515
2015-12-08,YESBANK,EQ,734.9,731.0,735.0,723.6,726.75,725.75,729.43,1466043,106938144585000.0,40017,467446,0.3188
2015-12-09,YESBANK,EQ,725.75,725.0,734.9,713.45,715.3,716.7,722.93,2063455,149174079020000.0,54149,566378,0.2745
2015-12-10,YESBANK,EQ,716.7,719.9,721.8,702.3,706.15,707.1,707.57,3250466,229992208000000.0,70304,1232735,0.37920000000000004
2015-12-11,YESBANK,EQ,707.1,709.0,713.7,672.25,683.45,680.6,688.01,5744420,395222996915000.0,149941,2399021,0.41759999999999997
2015-12-14,YESBANK,EQ,680.6,679.1,689.0,668.0,683.65,683.25,681.03,3472057,236458363194999.97,79998,1188513,0.3423
2015-12-15,YESBANK,EQ,683.25,688.0,694.2,675.75,688.25,691.35,685.91,2681487,183924936750000.0,60641,624491,0.2329
2015-12-16,YESBANK,EQ,691.35,697.0,710.6,694.25,699.15,698.55,702.43,3630348,255008144630000.03,68642,1418798,0.3908
2015-12-17,YESBANK,EQ,698.55,708.0,723.75,705.7,720.0,721.1,715.11,3731872,266868689555000.03,71101,1341531,0.35950000000000004
2015-12-18,YESBANK,EQ,721.1,717.9,727.45,713.6,720.2,718.7,720.53,3337098,240447538635000.0,71893,1667426,0.4997
2015-12-21,YESBANK,EQ,718.7,717.0,726.5,716.9,718.0,718.85,720.85,1892023,136385831950000.0,53411,680174,0.35950000000000004
2015-12-22,YESBANK,EQ,718.85,719.95,727.8,712.0,713.5,713.95,720.12,1613612,116198628420000.0,45581,479268,0.297
2015-12-23,YESBANK,EQ,713.95,718.0,726.0,718.0,725.95,724.75,722.67,1736080,125460582565000.02,47095,675751,0.38920000000000005
2015-12-24,YESBANK,EQ,724.75,726.15,729.4,720.1,724.6,724.35,724.33,1212800,87846547975000.0,32362,341069,0.2812
2015-12-28,YESBANK,EQ,724.35,725.9,736.1,725.2,734.75,732.95,731.49,1689495,123585112970000.0,33446,822141,0.4866
2015-12-29,YESBANK,EQ,732.95,734.45,735.95,728.0,730.9,731.45,732.38,1411661,103387090110000.0,28563,474204,0.33590000000000003
2015-12-30,YESBANK,EQ,731.45,733.8,736.9,730.1,733.6,734.25,733.99,1209089,88745570845000.0,20257,435094,0.35990000000000005
2015-12-31,YESBANK,EQ,734.25,734.1,736.5,723.4,725.95,725.8,728.81,1291472,94123157155000.0,23273,503425,0.3898
2016-01-01,YESBANK,EQ,725.8,727.65,735.5,722.75,731.4,732.45,729.4,997779,72778188190000.0,17754,185753,0.1862
2016-01-04,YESBANK,EQ,732.45,729.9,729.9,701.1,705.1,705.75,710.79,2538717,180449956295000.0,51864,998269,0.3932
2016-01-05,YESBANK,EQ,705.75,709.0,713.1,698.4,706.9,707.7,706.33,2069126,146149421830000.0,45522,529437,0.2559
2016-01-06,YESBANK,EQ,707.7,711.95,716.9,701.5,703.0,703.85,708.98,1665918,118110446384999.98,29128,236044,0.1417
2016-01-07,YESBANK,EQ,703.85,692.9,692.9,675.7,678.4,678.85,683.27,2410592,164708776420000.0,61843,795355,0.3299
2016-01-08,YESBANK,EQ,678.85,685.0,699.0,683.35,695.0,693.7,694.11,2559295,177644352245000.0,54013,818655,0.3199
2016-01-11,YESBANK,EQ,693.7,685.0,704.65,676.25,695.9,694.5,689.91,2960293,204232253900000.0,63657,710292,0.2399
2016-01-12,YESBANK,EQ,694.5,697.55,699.45,668.4,674.35,672.95,677.88,3080233,208801346040000.0,77220,1044956,0.3392
2016-01-13,YESBANK,EQ,672.95,681.5,689.85,660.1,682.0,682.7,676.38,4964773,335806866325000.0,96376,1655927,0.3335
2016-01-14,YESBANK,EQ,682.7,672.95,678.65,662.0,673.4,674.2,671.29,3573882,239909451260000.0,101583,1507659,0.4219
2016-01-15,YESBANK,EQ,674.2,680.0,683.6,660.1,664.2,663.7,673.94,3630445,244671939169999.97,67923,1883074,0.5186999999999999
2016-01-18,YESBANK,EQ,663.7,661.0,670.05,651.7,658.0,656.0,661.18,3781163,250001520985000.0,109301,1592302,0.42110000000000003
2016-01-19,YESBANK,EQ,656.0,663.0,686.5,657.5,682.05,681.25,675.8,4878636,329696050605000.0,82171,2248742,0.46090000000000003
2016-01-20,YESBANK,EQ,681.25,673.9,675.8,631.55,646.9,646.25,646.64,5289132,342013975365000.0,101184,2304208,0.43560000000000004
2016-01-21,YESBANK,EQ,646.25,655.05,673.0,647.45,654.65,654.3,657.53,4106952,270042576710000.0,67537,1089973,0.26539999999999997
