Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2016-01-22,YESBANK,EQ,654.3,667.0,689.7,661.75,686.0,684.0,677.46,3313514,224477078600000.0,65994,935500,0.2823
2016-01-25,YESBANK,EQ,684.0,691.9,695.1,673.5,677.95,677.5,682.66,1963564,134044226765000.02,39070,470567,0.2396
2016-01-27,YESBANK,EQ,677.5,680.1,684.8,665.0,676.55,678.05,675.51,2015012,136116303325000.0,47519,401423,0.19920000000000002
2016-01-28,YESBANK,EQ,678.05,679.85,686.4,667.65,669.5,671.55,675.36,3204400,216411557175000.0,45638,1335241,0.4167
2016-01-29,YESBANK,EQ,671.55,663.0,749.5,651.15,749.0,746.8,713.99,17412699,1243245679815000.0,269288,4461032,0.25620000000000004
2016-02-01,YESBANK,EQ,746.8,754.4,775.8,744.5,775.2,772.4,763.82,11058868,844700292615000.0,203648,4565803,0.4129
2016-02-02,YESBANK,EQ,772.4,772.4,785.0,760.4,762.3,764.3,771.06,6597057,508673268060000.06,113776,1627913,0.2468
2016-02-03,YESBANK,EQ,764.3,751.35,789.0,750.05,777.0,777.7,770.73,5864770,452013514620000.0,116669,1245847,0.21239999999999998
2016-02-04,YESBANK,EQ,777.7,784.7,787.95,754.25,761.4,759.35,766.8,5944433,455821872560000.06,100998,1964367,0.33049999999999996
2016-02-05,YESBANK,EQ,759.35,759.2,779.9,759.2,776.4,777.05,772.26,3195681,246790880480000.03,85984,816859,0.2556
2016-02-08,YESBANK,EQ,777.05,775.2,789.5,765.0,766.05,768.35,778.46,3222470,250855862605000.03,61691,528479,0.16399999999999998
2016-02-09,YESBANK,EQ,768.35,758.55,768.9,741.5,749.1,746.85,753.41,3810185,287064770015000.0,74921,1089394,0.2859
2016-02-10,YESBANK,EQ,746.85,742.1,746.75,727.6,739.45,735.35,735.17,4386739,322498467165000.0,83140,1461520,0.3332
2016-02-11,YESBANK,EQ,735.35,735.0,739.8,709.6,713.6,714.45,725.16,3114282,225836352740000.0,65816,632683,0.20320000000000002
2016-02-12,YESBANK,EQ,714.45,720.0,732.95,692.2,725.9,728.45,711.32,4455533,316929528865000.0,78745,1264692,0.2838
2016-02-15,YESBANK,EQ,728.45,735.2,761.8,735.15,752.9,753.4,753.93,3776923,284753572655000.0,93978,1616677,0.428
2016-02-16,YESBANK,EQ,753.4,758.45,759.3,731.0,731.0,733.85,742.03,3312797,245819647935000.0,65950,1201739,0.3628
2016-02-17,YESBANK,EQ,733.85,732.9,732.9,701.2,720.0,720.35,712.27,5279708,376058219750000.0,116641,1655287,0.3135
2016-02-18,YESBANK,EQ,720.35,728.0,735.9,706.4,712.9,714.25,718.79,3211151,230814837715000.0,68117,698036,0.21739999999999998
2016-02-19,YESBANK,EQ,714.25,711.0,723.6,708.55,711.45,712.55,715.11,2365222,169140007175000.0,47851,623194,0.2635
2016-02-22,YESBANK,EQ,712.55,716.0,720.5,709.2,712.1,712.75,714.6,1729795,123611939745000.0,42241,560108,0.32380000000000003
2016-02-23,YESBANK,EQ,712.75,712.5,717.25,681.2,689.8,686.35,695.49,4300031,299063590850000.0,78546,1625910,0.37810000000000005
2016-02-24,YESBANK,EQ,686.35,683.85,703.75,672.05,692.0,690.65,688.99,4168282,287191148375000.0,98390,743693,0.1784
2016-02-25,YESBANK,EQ,690.65,694.8,695.05,666.6,671.3,670.5,676.74,4461159,301904677900000.0,80360,1982042,0.44430000000000003
2016-02-26,YESBANK,EQ,670.5,682.3,692.0,668.9,685.2,686.55,680.62,4125417,280783528530000.03,76874,1323571,0.3208
2016-02-29,YESBANK,EQ,686.55,687.95,704.0,663.35,692.0,689.0,685.76,4985865,341908659975000.0,93934,1137009,0.228
2016-03-01,YESBANK,EQ,689.0,696.8,721.8,690.95,719.7,719.4,710.91,4081743,290175362270000.0,83685,1313397,0.32180000000000003
2016-03-02,YESBANK,EQ,719.4,731.0,761.75,730.5,755.05,755.25,750.23,5333060,400103638520000.0,86308,2057480,0.3858
2016-03-03,YESBANK,EQ,755.25,759.0,760.0,741.1,756.0,757.65,749.95,4023299,301725791360000.0,90522,1432236,0.35600000000000004
2016-03-04,YESBANK,EQ,757.65,756.0,769.5,745.25,758.1,759.05,756.03,3818559,288693301905000.0,72951,950473,0.2489
2016-03-08,YESBANK,EQ,759.05,769.0,769.55,751.6,757.25,759.55,759.28,4258327,323327173715000.0,92234,1551621,0.3644
2016-03-09,YESBANK,EQ,759.55,755.0,793.4,751.3,790.95,790.6,778.85,6059702,471959073660000.06,120863,1865943,0.3079
2016-03-10,YESBANK,EQ,790.6,794.0,800.95,784.5,791.9,791.4,791.64,3653918,289258604490000.0,71330,984414,0.26940000000000003
2016-03-11,YESBANK,EQ,791.4,787.0,804.8,785.6,802.0,800.6,797.71,4150536,331091357860000.0,76135,1046902,0.2522
2016-03-14,YESBANK,EQ,800.6,805.0,810.0,797.0,800.4,802.0,804.2,2506281,201555829600000.0,55366,630748,0.25170000000000003
2016-03-15,YESBANK,EQ,802.0,801.0,817.0,797.05,809.95,810.95,810.64,3612861,292871406805000.0,71724,1159402,0.3209
2016-03-16,YESBANK,EQ,810.95,807.0,815.5,795.5,803.0,804.4,804.82,3349040,269538581860000.0,64683,1110900,0.33170000000000005
2016-03-17,YESBANK,EQ,804.4,811.1,818.8,793.0,794.45,799.55,810.31,3092110,250555388315000.0,64935,992099,0.3208
2016-03-18,YESBANK,EQ,799.55,801.0,817.5,795.75,816.0,814.25,807.2,2644143,213435655205000.0,55312,611991,0.23149999999999998
2016-03-21,YESBANK,EQ,814.25,818.0,834.5,812.75,834.5,831.85,824.95,3430186,282971610565000.0,96120,1216264,0.3546
2016-03-22,YESBANK,EQ,831.85,831.0,837.75,822.65,830.2,832.2,830.81,2618301,217529790030000.03,56776,540443,0.2064
2016-03-23,YESBANK,EQ,832.2,830.0,851.85,826.45,848.0,849.25,844.58,4193556,354177408650000.0,91097,1619348,0.3862
2016-03-28,YESBANK,EQ,849.25,843.15,859.9,835.5,842.05,842.25,847.88,3450222,292537646495000.0,107274,894327,0.25920000000000004
2016-03-29,YESBANK,EQ,842.25,841.0,854.4,836.0,846.0,846.35,847.89,1969111,166959936695000.0,53563,455077,0.2311
2016-03-30,YESBANK,EQ,846.35,853.5,870.0,848.55,868.0,866.3,859.31,2709021,232788439440000.0,81831,969242,0.3578
2016-03-31,YESBANK,EQ,866.3,862.5,875.0,858.55,867.0,865.05,866.07,6246491,540992069075000.0,94837,2883150,0.46159999999999995
2016-04-01,YESBANK,EQ,865.05,863.0,865.5,852.4,854.25,855.6,858.06,2827345,242602102065000.0,68675,872002,0.3084
2016-04-04,YESBANK,EQ,855.6,855.9,869.9,855.0,867.3,867.95,863.86,3239382,279836562665000.0,90488,1507726,0.4654
2016-04-05,YESBANK,EQ,867.95,860.0,865.1,826.5,827.0,829.2,844.94,4500137,380235777035000.0,110762,1421904,0.316
2016-04-06,YESBANK,EQ,829.2,835.0,842.15,828.25,837.0,834.05,835.53,3296818,275458514380000.03,83474,1086290,0.3295
2016-04-07,YESBANK,EQ,834.05,838.95,844.0,831.0,836.55,835.5,838.21,1843045,154485274930000.0,35087,348718,0.18920000000000003
2016-04-08,YESBANK,EQ,835.5,837.0,853.5,833.2,851.9,849.4,845.96,2366668,200209923065000.0,59792,740777,0.313
2016-04-11,YESBANK,EQ,849.4,853.0,862.45,847.85,858.1,859.65,857.08,1921969,164727950950000.0,43290,586638,0.3052
2016-04-12,YESBANK,EQ,859.65,859.8,868.3,853.2,859.8,859.3,862.32,1772223,152822577985000.0,41834,478262,0.2699
2016-04-13,YESBANK,EQ,859.3,867.1,875.0,865.75,871.0,870.15,870.68,1668785,145297217565000.0,35697,522919,0.3134
2016-04-18,YESBANK,EQ,870.15,862.0,897.0,861.1,892.5,893.55,884.96,3898237,344978869245000.0,101271,1886153,0.48380000000000006
2016-04-20,YESBANK,EQ,893.55,894.7,894.7,877.0,881.55,881.9,885.41,3070470,271863904450000.0,106007,1484859,0.48360000000000003
2016-04-21,YESBANK,EQ,881.9,888.4,898.25,876.6,878.6,881.35,890.17,2960931,263573551615000.0,128559,1259821,0.4255
2016-04-22,YESBANK,EQ,881.35,880.0,887.9,872.65,877.0,875.75,879.13,1916160,168455126800000.0,85882,795762,0.4153
2016-04-25,YESBANK,EQ,875.75,877.1,885.5,871.15,881.0,878.65,877.86,1514087,132915149859999.98,34404,289807,0.19140000000000001
2016-04-26,YESBANK,EQ,878.65,880.0,914.8,875.6,914.25,910.7,898.97,3314245,297939792065000.0,75706,1099997,0.3319
2016-04-27,YESBANK,EQ,910.7,915.0,923.0,898.0,910.0,915.5,911.16,10208947,930197306340000.0,199402,3056354,0.2994
2016-04-28,YESBANK,EQ,915.5,916.35,951.7,916.0,949.0,945.55,940.67,13347143,1255519998660000.0,231102,4522454,0.33880000000000005
2016-04-29,YESBANK,EQ,945.55,948.0,952.45,928.7,941.0,942.95,940.25,4306963,404960171685000.0,95860,1362033,0.31620000000000004
2016-05-02,YESBANK,EQ,942.95,947.9,957.6,941.5,944.9,944.95,949.5,3986791,378545030710000.0,79605,1696605,0.42560000000000003
2016-05-03,YESBANK,EQ,944.95,946.5,951.8,928.0,932.7,931.2,940.28,2922689,274815351390000.0,68046,1109352,0.3796
2016-05-04,YESBANK,EQ,931.2,931.0,933.9,914.4,917.4,917.6,924.85,4814161,445235366314999.94,90403,2685220,0.5578000000000001
2016-05-05,YESBANK,EQ,917.6,919.0,933.2,905.65,912.0,912.15,918.82,6760743,621189834530000.0,89927,3244350,0.47990000000000005
2016-05-06,YESBANK,EQ,912.15,909.0,919.9,905.9,909.95,910.2,912.37,2383963,217505634494999.97,54231,783374,0.3286
2016-05-09,YESBANK,EQ,910.2,914.8,948.0,913.4,945.05,946.2,936.16,4620750,432575453445000.0,98135,2148434,0.465
2016-05-10,YESBANK,EQ,946.2,949.0,952.9,938.1,951.0,949.75,945.65,3243016,306675494670000.0,68361,1522243,0.4694
2016-05-11,YESBANK,EQ,949.75,936.25,962.4,928.0,956.1,956.35,954.34,4583296,437401146070000.0,74956,2288004,0.49920000000000003
2016-05-12,YESBANK,EQ,956.35,956.0,967.4,950.1,954.1,955.05,959.55,2639166,253241830180000.03,61828,884750,0.33520000000000005
2016-05-13,YESBANK,EQ,955.05,956.05,960.9,944.1,948.0,950.55,950.59,3165152,300874672540000.0,93310,1366220,0.4316
2016-05-16,YESBANK,EQ,950.55,952.95,987.1,945.2,987.1,980.3,965.84,5211492,503346787110000.06,95952,2783667,0.5341
2016-05-17,YESBANK,EQ,980.3,988.7,999.85,967.7,969.45,969.95,986.14,6444720,635538074080000.0,192947,3070152,0.4764
2016-05-18,YESBANK,EQ,969.95,966.4,977.65,962.85,970.9,971.25,970.89,2938282,285274906520000.0,91182,1006040,0.34240000000000004
2016-05-19,YESBANK,EQ,971.25,971.7,987.0,964.5,965.0,966.9,977.66,3088899,301989971255000.0,79046,1424750,0.4612
2016-05-20,YESBANK,EQ,966.9,974.9,981.5,964.5,980.1,977.7,974.83,2674843,260752709465000.0,84733,1147909,0.4292
2016-05-23,YESBANK,EQ,977.7,982.75,985.0,974.5,975.05,978.1,979.69,2260292,221438760594999.97,80222,1064134,0.4708
2016-05-24,YESBANK,EQ,978.1,975.05,985.55,971.15,976.2,977.0,978.62,2165600,211930869455000.0,72867,842556,0.3891
2016-05-25,YESBANK,EQ,977.0,985.0,999.2,985.0,997.0,996.0,992.8,2426555,240907274944999.97,57345,709326,0.2923
2016-05-26,YESBANK,EQ,996.0,1000.0,1026.0,997.1,1022.2,1021.05,1011.78,3303648,334255237565000.0,77588,1252272,0.3791
2016-05-27,YESBANK,EQ,1021.05,1025.0,1041.8,1018.0,1023.4,1025.5,1029.6,3698258,380771867920000.0,96750,1740997,0.4708
2016-05-30,YESBANK,EQ,1025.5,1024.4,1034.85,1021.3,1026.15,1026.95,1028.43,2923752,300686667320000.0,62377,1439298,0.49229999999999996
2016-05-31,YESBANK,EQ,1026.95,1027.0,1046.0,1019.9,1023.85,1033.0,1034.43,11491701,1188732805485000.0,127919,8882546,0.773
2016-06-01,YESBANK,EQ,1033.0,1031.5,1033.9,1005.55,1023.0,1017.9,1019.19,2442702,248958017375000.0,57137,755488,0.3093
2016-06-02,YESBANK,EQ,1017.9,1014.25,1052.5,1011.65,1052.5,1049.05,1033.23,2982433,308154734380000.0,110199,1232970,0.41340000000000005
2016-06-03,YESBANK,EQ,1049.05,1055.0,1059.8,1042.1,1049.2,1049.4,1049.15,3032449,318149435525000.0,56007,1269877,0.41880000000000006
2016-06-06,YESBANK,EQ,1049.4,1050.0,1069.0,1044.55,1067.0,1064.7,1058.16,3259612,344920326860000.0,121795,1608934,0.4936
2016-06-07,YESBANK,EQ,1064.7,1072.5,1085.35,1062.1,1063.0,1066.2,1075.45,6520691,701267000585000.0,272444,3383182,0.5188
2016-06-08,YESBANK,EQ,1066.2,1065.5,1066.1,1044.9,1058.8,1053.8,1053.37,2932512,308901058165000.0,73566,1322212,0.4509
2016-06-09,YESBANK,EQ,1053.8,1053.8,1059.7,1036.65,1040.85,1040.05,1043.41,2659678,277512315955000.03,96186,1500733,0.5643
2016-06-10,YESBANK,EQ,1040.05,1042.6,1068.4,1040.6,1064.0,1063.3,1060.97,3495345,370844480625000.0,75100,1409809,0.4033
2016-06-13,YESBANK,EQ,1063.3,1057.95,1071.75,1052.4,1068.0,1065.15,1061.87,2697672,286457792225000.0,104505,1019838,0.378
2016-06-14,YESBANK,EQ,1065.15,1065.1,1071.7,1057.55,1062.9,1064.6,1065.05,1545766,164631801320000.0,42216,532243,0.3443
2016-06-15,YESBANK,EQ,1064.6,1068.55,1073.45,1057.1,1069.55,1070.9,1064.43,1819153,193635274850000.0,60656,750022,0.4123
2016-06-16,YESBANK,EQ,1070.9,1066.0,1067.35,1047.45,1058.2,1060.55,1057.54,2264515,239480452655000.03,81044,1089521,0.4811
2016-06-17,YESBANK,EQ,1060.55,1065.0,1075.0,1060.0,1067.0,1070.85,1069.73,2108349,225535746950000.0,55218,821925,0.3898
2016-06-20,YESBANK,EQ,1070.85,1057.95,1079.0,1055.35,1074.75,1075.25,1069.13,1506654,161081474260000.0,46663,588503,0.39060000000000006
2016-06-21,YESBANK,EQ,1075.25,1078.05,1080.0,1066.35,1068.5,1071.4,1071.65,1517752,162650146070000.0,66137,646501,0.42600000000000005
2016-06-22,YESBANK,EQ,1071.4,1075.0,1081.6,1066.8,1080.0,1078.85,1076.39,2021093,217549428190000.0,79481,922986,0.45670000000000005
2016-06-23,YESBANK,EQ,1078.85,1076.3,1115.0,1076.3,1112.75,1110.8,1100.22,3861764,424880133405000.0,133424,1981253,0.513
2016-06-24,YESBANK,EQ,1110.8,1062.25,1086.45,1042.0,1078.95,1080.5,1066.41,5361086,571710961980000.0,133487,2115335,0.3946
2016-06-27,YESBANK,EQ,1080.5,1070.45,1089.9,1069.95,1073.2,1075.75,1080.6,2890570,312355722640000.0,73810,1441647,0.4987
2016-06-28,YESBANK,EQ,1075.75,1082.9,1082.9,1062.45,1067.7,1069.9,1070.56,2458223,263167316755000.03,83074,1093404,0.4448
2016-06-29,YESBANK,EQ,1069.9,1075.0,1083.8,1070.0,1070.0,1072.7,1076.29,2326180,250365300390000.0,61404,1261854,0.5425
2016-06-30,YESBANK,EQ,1072.7,1081.9,1110.0,1074.5,1102.0,1107.1,1093.37,3247430,355064473290000.0,71803,1419878,0.4372
2016-07-01,YESBANK,EQ,1107.1,1112.65,1134.0,1106.55,1128.0,1129.7,1122.31,2537467,284783589210000.0,72566,1062725,0.41880000000000006
2016-07-04,YESBANK,EQ,1129.7,1135.0,1140.0,1115.0,1115.1,1117.6,1127.84,2033428,229338533935000.0,49871,837671,0.41200000000000003
2016-07-05,YESBANK,EQ,1117.6,1118.9,1132.0,1113.0,1131.0,1126.4,1125.1,1563552,175915076685000.0,42872,360037,0.2303
2016-07-07,YESBANK,EQ,1126.4,1130.0,1130.0,1110.0,1111.25,1112.1,1116.78,1621711,181108969900000.0,45133,731333,0.451
2016-07-08,YESBANK,EQ,1112.1,1111.25,1124.0,1106.6,1118.0,1120.25,1117.03,1131325,126372325740000.02,31850,296995,0.2625
2016-07-11,YESBANK,EQ,1120.25,1132.0,1148.9,1131.1,1143.95,1143.5,1143.24,1875372,214399246585000.0,62646,957105,0.5104
2016-07-12,YESBANK,EQ,1143.5,1142.0,1155.95,1138.1,1152.7,1153.65,1148.07,1629304,187054867595000.0,50966,600673,0.36869999999999997
2016-07-13,YESBANK,EQ,1153.65,1152.7,1153.25,1138.0,1148.0,1146.7,1145.26,1782863,204183363675000.0,59942,962369,0.5398
2016-07-14,YESBANK,EQ,1146.7,1148.0,1173.9,1145.4,1171.05,1171.45,1160.74,1923944,223319004890000.0,50611,693508,0.3605
2016-07-15,YESBANK,EQ,1171.45,1172.0,1186.2,1160.55,1175.0,1179.2,1174.19,1877970,220510106625000.0,65648,669287,0.3564
2016-07-18,YESBANK,EQ,1179.2,1175.1,1184.45,1170.3,1173.95,1174.5,1177.69,1136994,133902694875000.0,40356,416865,0.3666
2016-07-19,YESBANK,EQ,1174.5,1170.0,1170.95,1143.5,1154.05,1153.35,1157.63,2048419,237131237430000.03,62688,845767,0.4129
2016-07-20,YESBANK,EQ,1153.35,1155.5,1168.75,1148.1,1159.2,1162.8,1159.43,1459174,169181113785000.0,43146,506379,0.34700000000000003
2016-07-21,YESBANK,EQ,1162.8,1162.0,1170.0,1150.4,1151.6,1154.65,1161.88,1033059,120029449384999.98,43167,342543,0.33159999999999995
2016-07-22,YESBANK,EQ,1154.65,1155.0,1166.35,1149.3,1157.0,1156.7,1159.82,1828643,212088983975000.0,57604,783142,0.4283
2016-07-25,YESBANK,EQ,1156.7,1150.05,1189.35,1147.75,1178.7,1182.75,1165.81,2040454,237877974335000.0,51261,977406,0.479
2016-07-26,YESBANK,EQ,1182.75,1183.0,1211.1,1177.15,1199.55,1200.15,1197.76,2434304,291571113610000.0,82651,943442,0.3876
2016-07-27,YESBANK,EQ,1200.15,1205.9,1214.5,1176.1,1201.8,1200.45,1196.94,8034489,961680839725000.0,169479,2406985,0.29960000000000003
2016-07-28,YESBANK,EQ,1200.45,1206.95,1227.85,1202.65,1226.0,1223.5,1218.35,3509271,427551894065000.0,82972,1264921,0.3605
2016-07-29,YESBANK,EQ,1223.5,1225.0,1236.0,1209.0,1217.0,1216.95,1222.89,2487212,304159555495000.0,70860,1269156,0.5103
2016-08-01,YESBANK,EQ,1216.95,1224.0,1235.0,1203.55,1222.4,1221.4,1220.89,1678533,204929924465000.0,47862,592458,0.353
2016-08-02,YESBANK,EQ,1221.4,1226.0,1244.5,1222.85,1229.4,1228.4,1233.86,1891044,233327694030000.03,59984,672298,0.3555
2016-08-03,YESBANK,EQ,1228.4,1233.0,1244.9,1217.65,1234.55,1235.55,1233.35,2806973,346198575120000.0,95786,1366308,0.4868
2016-08-04,YESBANK,EQ,1235.55,1240.5,1245.3,1220.05,1231.0,1231.55,1228.24,1843826,226466317610000.0,60666,726704,0.39409999999999995
2016-08-05,YESBANK,EQ,1231.55,1239.8,1263.0,1234.5,1259.75,1258.45,1251.41,2136223,267329649300000.0,78955,978703,0.4581
2016-08-08,YESBANK,EQ,1258.45,1268.15,1270.0,1255.2,1264.0,1265.25,1263.89,1297207,163952715945000.0,46376,558502,0.4305
2016-08-09,YESBANK,EQ,1265.25,1265.15,1265.85,1251.0,1259.85,1259.85,1257.67,1739978,218832155735000.0,68670,939427,0.5399
2016-08-10,YESBANK,EQ,1259.85,1264.0,1271.85,1247.6,1265.0,1267.4,1260.68,2459788,310099377100000.0,68481,1268614,0.5157
2016-08-11,YESBANK,EQ,1267.4,1265.0,1265.0,1236.1,1254.2,1252.5,1246.75,3542392,441649152310000.06,99481,1753344,0.495
2016-08-12,YESBANK,EQ,1252.5,1254.0,1294.0,1253.0,1291.0,1290.7,1284.41,3488899,448117229010000.06,161330,1924607,0.5516
2016-08-16,YESBANK,EQ,1290.7,1298.95,1314.95,1289.9,1294.85,1294.95,1301.63,2818873,366913552135000.0,98660,1313467,0.466
2016-08-17,YESBANK,EQ,1294.95,1301.0,1309.9,1285.3,1307.0,1308.35,1301.48,1639390,213363481440000.0,76621,570044,0.34770000000000006
2016-08-18,YESBANK,EQ,1308.35,1310.2,1324.75,1308.0,1321.3,1320.65,1318.14,1852179,244142247305000.03,53984,940359,0.5077
2016-08-19,YESBANK,EQ,1320.65,1321.0,1339.0,1316.0,1338.5,1335.95,1330.57,1664226,221436304775000.0,48644,746251,0.4484
2016-08-22,YESBANK,EQ,1335.95,1335.0,1349.25,1332.7,1341.05,1343.3,1342.72,2159542,289966690250000.0,74289,1132536,0.5244
2016-08-23,YESBANK,EQ,1343.3,1343.2,1351.35,1335.5,1340.05,1341.25,1343.56,2124475,285436765415000.0,81720,1133486,0.5335
2016-08-24,YESBANK,EQ,1341.25,1341.25,1342.85,1330.05,1336.0,1337.85,1337.65,1851160,247619891519999.97,70506,988785,0.5341
2016-08-25,YESBANK,EQ,1337.85,1339.3,1349.6,1337.0,1347.0,1343.55,1344.0,3671732,493481357570000.0,115736,2469519,0.6726000000000001
2016-08-26,YESBANK,EQ,1343.55,1346.6,1347.0,1319.05,1326.6,1326.5,1325.79,2314223,306817503960000.0,116358,1314021,0.5678
2016-08-29,YESBANK,EQ,1326.5,1324.7,1343.0,1317.0,1342.75,1338.65,1325.8,2987198,396042183485000.0,102631,2006798,0.6718000000000001
2016-08-30,YESBANK,EQ,1338.65,1343.0,1374.75,1340.2,1355.15,1355.2,1357.96,3270579,444131403780000.0,95395,1929463,0.5899
2016-08-31,YESBANK,EQ,1355.2,1360.0,1382.3,1342.0,1378.05,1366.1,1363.54,23168932,3159182518425000.0,274031,17460522,0.7536
2016-09-01,YESBANK,EQ,1366.1,1369.7,1376.65,1360.15,1365.0,1364.85,1367.7,2015662,275681992415000.0,70992,976721,0.48460000000000003
2016-09-02,YESBANK,EQ,1364.85,1365.0,1394.25,1362.3,1391.0,1388.35,1379.42,2073640,286043032230000.0,55611,1093712,0.5274
2016-09-06,YESBANK,EQ,1388.35,1389.95,1449.0,1389.95,1448.0,1440.8,1426.09,3144961,448499478555000.0,108164,1434586,0.4562
2016-09-07,YESBANK,EQ,1440.8,1447.7,1447.7,1390.05,1406.0,1401.55,1413.26,5120094,723600677905000.0,134773,3153501,0.6159
2016-09-08,YESBANK,EQ,1401.55,1387.15,1390.0,1321.25,1323.45,1328.25,1350.5,7127308,962545521935000.0,154527,3582599,0.5027
2016-09-09,YESBANK,EQ,1328.25,1250.05,1315.0,1246.95,1275.5,1276.25,1283.99,15748512,2022089272459999.8,262975,4730749,0.3004
2016-09-12,YESBANK,EQ,1276.25,1249.0,1249.0,1197.0,1199.5,1205.1,1215.33,8790869,1068378033404999.9,157874,4216028,0.4796
2016-09-14,YESBANK,EQ,1205.1,1203.1,1256.95,1203.1,1254.0,1253.5,1232.48,6382271,786603373425000.0,133712,2181913,0.3419
2016-09-15,YESBANK,EQ,1253.5,1240.0,1240.0,1206.2,1224.6,1221.8,1221.4,4831932,590173557985000.0,106301,1422109,0.2943
2016-09-16,YESBANK,EQ,1221.8,1232.0,1239.35,1158.9,1174.65,1169.8,1198.98,10291738,1233954214700000.0,223104,3948058,0.3836
2016-09-19,YESBANK,EQ,1169.8,1166.0,1193.75,1155.8,1179.55,1177.35,1176.36,7352710,864939981440000.0,138510,2480726,0.33740000000000003
2016-09-20,YESBANK,EQ,1177.35,1189.1,1213.45,1171.3,1207.0,1207.05,1192.27,4774321,569226885670000.0,111391,1388453,0.2908
2016-09-21,YESBANK,EQ,1207.05,1209.1,1227.8,1209.1,1221.1,1220.25,1220.68,3740663,456616692905000.0,91064,1289721,0.3448
2016-09-22,YESBANK,EQ,1220.25,1245.0,1259.0,1230.9,1243.5,1246.55,1242.23,4631410,575329236300000.0,94226,2035910,0.4396
2016-09-23,YESBANK,EQ,1246.55,1245.0,1248.9,1228.05,1231.55,1233.15,1239.3,2034020,252076879319999.97,50400,569110,0.2798
2016-09-26,YESBANK,EQ,1233.15,1221.95,1243.0,1216.25,1235.1,1235.35,1231.08,2402922,295817724855000.0,56581,804935,0.335
2016-09-27,YESBANK,EQ,1235.35,1247.0,1251.8,1238.2,1250.0,1246.9,1245.43,2938429,365959808715000.0,71447,1488139,0.5064
2016-09-28,YESBANK,EQ,1246.9,1246.0,1274.8,1245.0,1270.9,1271.2,1266.42,3143505,398098818580000.0,82515,996524,0.317
2016-09-29,YESBANK,EQ,1271.2,1276.0,1304.95,1225.0,1238.8,1230.8,1264.21,8602463,1087535687890000.0,153309,2873033,0.334
2016-09-30,YESBANK,EQ,1230.8,1231.55,1259.1,1211.55,1256.3,1254.7,1246.24,4189759,522143158160000.06,84131,1468231,0.3504
2016-10-03,YESBANK,EQ,1254.7,1275.0,1283.0,1263.25,1271.6,1270.25,1273.09,2167577,275952210655000.03,69620,674155,0.311
2016-10-04,YESBANK,EQ,1270.25,1280.0,1291.8,1270.3,1290.25,1284.05,1280.21,2233478,285931242520000.0,65118,721035,0.32280000000000003
2016-10-05,YESBANK,EQ,1284.05,1294.0,1297.5,1271.0,1274.0,1279.15,1284.56,1696408,217914130960000.0,46862,434616,0.25620000000000004
2016-10-06,YESBANK,EQ,1279.15,1237.1,1295.0,1231.5,1280.05,1280.05,1270.78,5919913,752290132120000.0,122800,1138383,0.1923
2016-10-07,YESBANK,EQ,1280.05,1276.0,1284.8,1266.15,1273.95,1273.8,1273.98,1796464,228865721665000.0,41573,469138,0.2611
2016-10-10,YESBANK,EQ,1273.8,1279.0,1290.0,1276.0,1279.45,1279.5,1282.57,1226587,157318039890000.0,30353,243872,0.1988
2016-10-13,YESBANK,EQ,1279.5,1268.0,1283.9,1235.3,1254.0,1255.7,1257.82,2599460,326965805385000.0,74312,1097927,0.42240000000000005
2016-10-14,YESBANK,EQ,1255.7,1260.0,1268.0,1244.15,1263.45,1259.95,1257.36,1981808,249184079265000.0,60319,637513,0.32170000000000004
2016-10-17,YESBANK,EQ,1259.95,1264.4,1267.0,1242.25,1251.0,1250.55,1253.3,1318321,165225072015000.0,51376,379220,0.2877
2016-10-18,YESBANK,EQ,1250.55,1255.0,1296.8,1255.0,1293.0,1291.05,1276.81,2573878,328635681130000.0,77768,997406,0.3875
2016-10-19,YESBANK,EQ,1291.05,1297.95,1308.55,1277.25,1289.0,1291.55,1294.33,2865411,370878926635000.0,67201,796116,0.2778
2016-10-20,YESBANK,EQ,1291.55,1301.0,1323.65,1296.8,1310.0,1308.8,1311.61,5791112,759565182125000.0,130743,751327,0.1297
2016-10-21,YESBANK,EQ,1308.8,1314.05,1320.0,1297.0,1315.2,1317.4,1310.67,2610272,342119839290000.0,75989,891377,0.34149999999999997
2016-10-24,YESBANK,EQ,1317.4,1320.0,1327.95,1306.05,1306.05,1310.8,1317.43,1396041,183919076345000.0,41959,283157,0.2028
2016-10-25,YESBANK,EQ,1310.8,1310.0,1312.0,1298.5,1308.2,1308.45,1305.79,1349797,176254907425000.0,41561,318336,0.23579999999999998
2016-10-26,YESBANK,EQ,1308.45,1303.95,1313.6,1284.55,1288.05,1290.25,1303.16,1862824,242755832060000.0,65929,635845,0.34130000000000005
2016-10-27,YESBANK,EQ,1290.25,1300.0,1300.95,1242.1,1258.0,1253.6,1256.0,4884708,613521296780000.0,92576,2220720,0.4546
2016-10-28,YESBANK,EQ,1253.6,1259.0,1277.9,1257.3,1271.45,1272.3,1270.04,1321570,167844659155000.0,40559,329628,0.2494
2016-10-30,YESBANK,EQ,1272.3,1278.7,1278.95,1260.1,1262.8,1266.35,1269.39,194216,24653536920000.0,5905,42896,0.2209
